Carat.Size,Color,Clarity,Depth,Table,Cut,Report,Price,Log.Price,Table.Depth,Table.Depth.1,Test
0.61,I,VS1,63.4,62,Good,GIA,1240,7.12286666,-1.4,0.97791798,1
0.5,D,SI1,63.1,60,Very Good,GIA,1240,7.12286666,-3.1,0.95087163,0
0.41,F,VVS1,59.3,61,Excellent,GIA,1269,7.14598447,1.7,1.02866779,0
0.4,E,VVS2,62.2,58,Excellent,GIA,1269,7.14598447,-4.2,0.93247588,0
0.45,G,VVS1,62.8,56,Excellent,GIA,1270,7.14677218,-6.8,0.89171975,0
0.45,F,VVS2,60.8,56,Excellent,GIA,1270,7.14677218,-4.8,0.92105263,0
0.45,G,VVS1,61.6,56,Ideal,GIA,1270,7.14677218,-5.6,0.90909091,0
0.45,F,VVS2,61.8,59,Excellent,GIA,1270,7.14677218,-2.8,0.95469256,0
0.33,D,IF,62.8,55,Very Good,GIA,1270,7.14677218,-7.8,0.87579618,0
0.38,E,VVS1,62.2,57,Excellent,GIA,1270,7.14677218,-5.2,0.91639871,1
0.38,E,VVS1,60.3,58,Excellent,GIA,1270,7.14677218,-2.3,0.96185738,2
0.37,E,VVS1,60.3,57,Ideal,GIA,1270,7.14677218,-3.3,0.94527363,0
0.46,F,VS1,59.9,59,Excellent,GIA,1270,7.14677218,-0.9,0.98497496,1
0.39,F,VVS1,61.3,57,Ideal,GIA,1270,7.14677218,-4.3,0.92985318,1
0.71,K,VS2,60.4,62,Very Good,GIA,1271,7.14755927,1.6,1.02649007,0
0.52,E,SI1,63.2,56,Very Good,GIA,1271,7.14755927,-7.2,0.88607595,0
0.58,E,SI1,62.9,57,Very Good,GIA,1271,7.14755927,-5.9,0.90620032,1
0.58,E,SI1,63.1,56,Very Good,GIA,1271,7.14755927,-7.1,0.88748019,0
0.53,E,SI1,60.6,58,Excellent,GIA,1272,7.14834574,-2.6,0.95709571,1
0.35,F,IF,61.7,58,Excellent,GIA,1272,7.14834574,-3.7,0.94003241,0
0.37,G,IF,62.3,57,Excellent,GIA,1272,7.14834574,-5.3,0.91492777,1
0.41,E,VVS1,61.1,56,Ideal,GIA,1272,7.14834574,-5.1,0.91653028,2
0.51,G,VS2,62.3,59,Very Good,GIA,1273,7.1491316,-3.3,0.9470305,0
0.51,G,VS2,61.5,60,Very Good,GIA,1273,7.1491316,-1.5,0.97560976,0
0.39,E,VVS1,59,60,Excellent,GIA,1273,7.1491316,1,1.01694915,0
0.47,F,VVS2,64.2,57,Very Good,GIA,1273,7.1491316,-7.2,0.88785047,0
0.56,F,SI1,61.4,62,Very Good,GIA,1273,7.1491316,0.6,1.00977199,2
0.51,H,VS1,61.7,60,Very Good,GIA,1302,7.17165682,-1.7,0.97244733,1
0.6,J,VS1,62,58,Excellent,GIA,1302,7.17165682,-4,0.93548387,0
0.72,K,VS2,63.3,56,Very Good,GIA,1303,7.17242458,-7.3,0.88467615,0
0.52,D,SI1,59.9,61,Very Good,GIA,1303,7.17242458,1.1,1.01836394,2
0.5,E,SI1,60.3,60,Very Good,GIA,1303,7.17242458,-0.3,0.99502488,1
0.41,F,IF,60.9,60,Excellent,GIA,1303,7.17242458,-0.9,0.98522167,1
0.5,E,SI1,62.4,57,Excellent,GIA,1303,7.17242458,-5.4,0.91346154,0
0.42,E,VVS1,62.1,56,Excellent,GIA,1303,7.17242458,-6.1,0.90177134,1
0.39,F,IF,61.8,56,Ideal,GIA,1304,7.17319174,-5.8,0.90614887,1
0.61,E,SI2,60.5,64,Good,GIA,1304,7.17319174,3.5,1.05785124,0
0.61,G,SI1,62.2,58,Excellent,GIA,1304,7.17319174,-4.2,0.93247588,1
0.58,D,SI1,59.9,61,Very Good,GIA,1304,7.17319174,1.1,1.01836394,0
0.43,G,IF,62.5,55,Excellent,GIA,1304,7.17319174,-7.5,0.88,2
0.43,F,VVS1,62.4,57,Very Good,GIA,1304,7.17319174,-5.4,0.91346154,0
0.43,F,VVS1,61.8,56,Excellent,GIA,1304,7.17319174,-5.8,0.90614887,0
0.43,F,VVS1,61.3,59,Excellent,GIA,1304,7.17319174,-2.3,0.96247961,0
0.5,H,VS2,62,60,Very Good,GIA,1304,7.17319174,-2,0.96774194,0
0.4,D,VVS1,63.3,57,Very Good,GIA,1304,7.17319174,-6.3,0.90047393,0
0.4,E,IF,60.5,59,Very Good,GIA,1304,7.17319174,-1.5,0.97520661,0
0.4,E,IF,59.6,61,Very Good,GIA,1304,7.17319174,1.4,1.02348993,0
0.4,D,VVS1,61.3,60,Very Good,GIA,1304,7.17319174,-1.3,0.97879282,2
0.4,D,VVS1,60.7,58,Excellent,GIA,1304,7.17319174,-2.7,0.95551895,2
0.4,D,VVS1,61,59,Excellent,GIA,1304,7.17319174,-2,0.96721311,0
0.4,D,VVS1,59.9,59,Excellent,GIA,1304,7.17319174,-0.9,0.98497496,1
0.5,D,SI1,60,61,Very Good,GIA,1305,7.17395832,1,1.01666667,0
0.4,E,VVS1,62.2,55,Excellent,GIA,1334,7.19593723,-7.2,0.88424437,0
0.4,E,VVS1,61.2,60,Excellent,GIA,1334,7.19593723,-1.2,0.98039216,0
0.4,E,VVS1,61.7,59,Excellent,GIA,1334,7.19593723,-2.7,0.95623987,0
0.5,H,VS1,62.5,55,Very Good,GIA,1334,7.19593723,-7.5,0.88,0
0.7,H,SI2,63.9,57,Very Good,GIA,1334,7.19593723,-6.9,0.89201878,0
0.47,F,VS1,61.5,57,Ideal,GIA,1334,7.19593723,-4.5,0.92682927,1
0.44,F,VVS1,61.6,57,Excellent,GIA,1334,7.19593723,-4.6,0.92532468,1
0.5,J,IF,58,60,Good,GIA,1334,7.19593723,2,1.03448276,0
0.39,E,IF,61.8,57,Ideal,GIA,1335,7.19668657,-4.8,0.9223301,2
0.49,E,VS2,61.5,58,Excellent,GIA,1335,7.19668657,-3.5,0.94308943,0
0.53,D,SI1,63,58,Very Good,GIA,1335,7.19668657,-5,0.92063492,0
0.6,J,VVS2,62.8,59,Very Good,GIA,1335,7.19668657,-3.8,0.93949045,0
0.6,I,VS2,61.8,59,Very Good,GIA,1335,7.19668657,-2.8,0.95469256,0
0.47,D,VS2,60.2,58,Excellent,GIA,1336,7.19743535,-2.2,0.96345515,1
0.54,E,SI1,62.5,54,Very Good,GIA,1336,7.19743535,-8.5,0.864,0
0.7,K,VS1,63,57,Very Good,GIA,1336,7.19743535,-6,0.9047619,1
0.54,E,SI1,61.5,60,Very Good,GIA,1336,7.19743535,-1.5,0.97560976,1
0.43,F,VVS1,61.7,57,Ideal,GIA,1336,7.19743535,-4.7,0.92382496,0
0.43,F,VVS1,59.3,60,Excellent,GIA,1336,7.19743535,0.7,1.01180438,0
0.71,J,VS2,62.7,56,Good,GIA,1336,7.19743535,-6.7,0.89314195,0
0.64,H,SI1,62.9,59,Good,GIA,1336,7.19743535,-3.9,0.93799682,2
0.56,G,SI1,62.1,58,Excellent,GIA,1336,7.19743535,-4.1,0.93397746,2
0.56,G,SI1,62,58,Excellent,GIA,1336,7.19743535,-4,0.93548387,2
0.56,G,SI1,60.9,58,Excellent,GIA,1336,7.19743535,-2.9,0.95238095,0
0.5,F,SI1,60.4,59,Excellent,GIA,1336,7.19743535,-1.4,0.97682119,2
0.5,I,VVS2,60.3,60,Excellent,GIA,1366,7.21964204,-0.3,0.99502488,0
0.6,H,VS2,60,58,Very Good,GIA,1367,7.22037384,-2,0.96666667,2
0.38,E,IF,61.9,57,Ideal,GIA,1367,7.22037384,-4.9,0.92084006,2
0.5,J,VVS1,59.8,61,Very Good,GIA,1367,7.22037384,1.2,1.02006689,0
0.41,E,VVS1,61.7,56,Ideal,GIA,1367,7.22037384,-5.7,0.9076175,2
0.53,G,VS2,62.5,58,Excellent,GIA,1367,7.22037384,-4.5,0.928,0
0.42,G,IF,62,57,Excellent,GIA,1367,7.22037384,-5,0.91935484,0
0.42,G,IF,62.4,56,Excellent,GIA,1367,7.22037384,-6.4,0.8974359,2
0.43,H,VVS1,61.1,58,Excellent,GIA,1368,7.2211051,-3.1,0.9492635,0
0.61,E,SI2,63,56,Excellent,GIA,1368,7.2211051,-7,0.88888889,2
0.4,F,VS1,59.4,60,Very Good,GIA,1368,7.2211051,0.6,1.01010101,0
0.5,F,VS1,61.6,62,Very Good,GIA,1368,7.2211051,0.4,1.00649351,0
0.6,G,SI1,61.5,58,Excellent,GIA,1368,7.2211051,-3.5,0.94308943,0
0.6,G,SI1,62.5,57,Very Good,GIA,1368,7.2211051,-5.5,0.912,0
0.6,G,SI2,60.9,59,Excellent,GIA,1368,7.2211051,-1.9,0.96880131,2
0.6,G,SI2,61.2,58,Excellent,GIA,1368,7.2211051,-3.2,0.94771242,0
0.6,G,SI2,62.5,56,Excellent,GIA,1368,7.2211051,-6.5,0.896,2
0.6,G,SI2,61.8,58,Excellent,GIA,1368,7.2211051,-3.8,0.93851133,1
0.45,E,VS1,62.1,57,Excellent,GIA,1368,7.2211051,-5.1,0.9178744,1
0.51,H,VS2,60.8,59,Excellent,GIA,1368,7.2211051,-1.8,0.97039474,1
0.5,D,SI1,60.9,60,Very Good,GIA,1368,7.2211051,-0.9,0.98522167,2
0.5,F,VS2,60.7,62,Very Good,GIA,1368,7.2211051,1.3,1.0214168,1
0.51,G,VS1,60.2,63,Good,GIA,1369,7.22183583,2.8,1.04651163,0
0.4,D,VVS2,61.8,58,Excellent,GIA,1369,7.22183583,-3.8,0.93851133,0
0.44,F,IF,61.3,58,Excellent,GIA,1369,7.22183583,-3.3,0.94616639,0
0.47,E,VVS2,63.1,58,Very Good,GIA,1400,7.24422752,-5.1,0.91917591,2
0.54,F,VS2,62.1,55,Excellent,GIA,1400,7.24422752,-7.1,0.88566828,0
0.7,J,SI1,62.4,58,Very Good,GIA,1400,7.24422752,-4.4,0.92948718,0
0.7,K,VS1,60.7,60,Very Good,GIA,1400,7.24422752,-0.7,0.98846787,0
0.54,F,VS2,63,58,Very Good,GIA,1400,7.24422752,-5,0.92063492,0
0.7,J,SI1,62.9,57,Very Good,GIA,1400,7.24422752,-5.9,0.90620032,2
0.7,J,SI1,62.1,56,Excellent,GIA,1400,7.24422752,-6.1,0.90177134,0
0.7,I,SI2,59.4,59,Very Good,GIA,1400,7.24422752,-0.4,0.99326599,1
0.7,J,SI1,62.3,57,Very Good,GIA,1400,7.24422752,-5.3,0.91492777,0
0.7,J,SI1,62.6,57,Very Good,GIA,1400,7.24422752,-5.6,0.91054313,2
0.7,J,SI1,61.6,60,Very Good,GIA,1400,7.24422752,-1.6,0.97402597,0
0.7,J,SI1,61.4,60,Very Good,GIA,1400,7.24422752,-1.4,0.9771987,2
0.7,J,SI1,61.1,59,Very Good,GIA,1400,7.24422752,-2.1,0.96563011,1
0.7,J,SI1,61.4,58,Excellent,GIA,1400,7.24422752,-3.4,0.94462541,1
0.7,J,SI1,59.6,58,Very Good,GIA,1400,7.24422752,-1.6,0.97315436,2
0.7,I,SI2,60.9,58,Very Good,GIA,1400,7.24422752,-2.9,0.95238095,0
0.42,E,VVS1,62.5,56,Excellent,GIA,1400,7.24422752,-6.5,0.896,0
0.42,E,VVS1,61.7,58,Excellent,GIA,1400,7.24422752,-3.7,0.94003241,0
0.7,K,SI1,62.4,57,Excellent,GIA,1401,7.24494155,-5.4,0.91346154,1
0.6,I,VS2,60.4,60,Excellent,GIA,1401,7.24494155,-0.4,0.99337748,0
0.42,D,VVS2,59.7,60,Excellent,GIA,1401,7.24494155,0.3,1.00502513,0
0.38,F,IF,62,56,Excellent,GIA,1401,7.24494155,-6,0.90322581,0
0.4,D,VVS2,61.7,58,Excellent,GIA,1401,7.24494155,-3.7,0.94003241,0
0.42,E,VVS1,62.8,56,Excellent,GIA,1402,7.24565507,-6.8,0.89171975,0
0.53,G,VS2,58.9,60,Excellent,GIA,1402,7.24565507,1.1,1.01867572,2
0.73,K,VS1,62.4,57,Excellent,GIA,1434,7.26822302,-5.4,0.91346154,2
0.41,F,IF,62.6,57,Excellent,GIA,1434,7.26822302,-5.6,0.91054313,2
0.48,D,VS2,59.7,58,Excellent,GIA,1434,7.26822302,-1.7,0.97152429,0
0.43,E,VS1,62.4,55,Excellent,AGS,1434,7.26822302,-7.4,0.88141026,1
0.43,E,VVS1,62.6,55,Excellent,GIA,1434,7.26822302,-7.6,0.87859425,2
0.5,H,VVS2,61.6,57,Excellent,GIA,1434,7.26822302,-4.6,0.92532468,1
0.5,G,VS1,63.7,56,Very Good,GIA,1434,7.26822302,-7.7,0.87912088,0
0.5,E,VS2,61.7,57,Very Good,GIA,1434,7.26822302,-4.7,0.92382496,1
0.41,D,VVS2,62.2,57,Excellent,GIA,1435,7.26892013,-5.2,0.91639871,0
0.43,D,VVS2,61.6,57,Ideal,GIA,1435,7.26892013,-4.6,0.92532468,0
0.58,E,SI1,62.7,58,Very Good,GIA,1435,7.26892013,-4.7,0.92503987,0
0.58,E,SI1,61.2,60,Excellent,GIA,1435,7.26892013,-1.2,0.98039216,2
0.58,E,SI1,61.9,59,Very Good,GIA,1435,7.26892013,-2.9,0.95315024,0
0.64,E,SI2,62.3,57,Very Good,GIA,1435,7.26892013,-5.3,0.91492777,0
0.5,F,VS1,62.7,59,Very Good,GIA,1436,7.26961675,-3.7,0.94098884,1
0.73,I,SI2,63.4,60,Good,GIA,1436,7.26961675,-3.4,0.94637224,1
0.73,J,SI1,62.3,57,Very Good,GIA,1436,7.26961675,-5.3,0.91492777,0
0.7,K,VS2,60.8,59,Excellent,GIA,1436,7.26961675,-1.8,0.97039474,2
0.45,H,IF,62.7,57,Excellent,GIA,1436,7.26961675,-5.7,0.90909091,0
0.51,D,SI1,62.2,58,Very Good,GIA,1436,7.26961675,-4.2,0.93247588,2
0.7,J,VS1,63.2,58,Good,GIA,1436,7.26961675,-5.2,0.91772152,0
0.72,J,SI2,61.1,55,Excellent,GIA,1436,7.26961675,-6.1,0.90016367,2
0.5,E,VS1,61.9,64,Good,GIA,1436,7.26961675,2.1,1.03392569,0
0.72,J,SI2,61.8,57,Excellent,GIA,1436,7.26961675,-4.8,0.9223301,1
0.72,J,SI2,62.1,57,Excellent,GIA,1436,7.26961675,-5.1,0.9178744,1
0.58,G,VS2,62.6,58,Very Good,GIA,1471,7.29369772,-4.6,0.92651757,0
0.43,D,VVS2,61,59,Excellent,GIA,1471,7.29369772,-2,0.96721311,0
0.72,J,SI2,61.6,55,Excellent,GIA,1471,7.29369772,-6.6,0.89285714,2
0.5,F,VS2,59.2,60,Very Good,GIA,1472,7.2943773,0.8,1.01351351,0
0.5,F,VS2,62,57,Very Good,GIA,1472,7.2943773,-5,0.91935484,1
0.5,F,VS2,60.3,61,Very Good,GIA,1472,7.2943773,0.7,1.01160862,2
0.52,D,SI1,62.7,56,Excellent,GIA,1472,7.2943773,-6.7,0.89314195,0
0.5,F,VS1,63.7,56,Very Good,GIA,1472,7.2943773,-7.7,0.87912088,2
0.5,F,VS1,64.1,58,Very Good,GIA,1472,7.2943773,-6.1,0.90483619,0
0.5,D,VS2,62,57,Very Good,GIA,1472,7.2943773,-5,0.91935484,0
0.41,F,IF,61.7,58,Excellent,GIA,1472,7.2943773,-3.7,0.94003241,2
0.41,F,IF,62.7,56,Excellent,GIA,1472,7.2943773,-6.7,0.89314195,2
0.41,F,IF,62.3,55,Excellent,GIA,1472,7.2943773,-7.3,0.88282504,1
0.4,E,VVS1,60.7,58,Excellent,GIA,1473,7.29505642,-2.7,0.95551895,0
0.43,E,IF,59.5,59,Excellent,GIA,1473,7.29505642,-0.5,0.99159664,0
0.44,F,VVS1,62.6,56,Excellent,GIA,1473,7.29505642,-6.6,0.89456869,0
0.72,I,SI2,62.7,56,Very Good,GIA,1473,7.29505642,-6.7,0.89314195,0
0.71,J,VS2,62.9,59,Very Good,GIA,1473,7.29505642,-3.9,0.93799682,0
0.51,E,VS2,63.4,57,Very Good,GIA,1473,7.29505642,-6.4,0.89905363,0
0.73,J,SI1,58.8,61,Very Good,GIA,1473,7.29505642,2.2,1.03741497,0
0.74,K,VS2,61.2,56,Ideal,GIA,1473,7.29505642,-5.2,0.91503268,2
0.52,E,VS2,62.3,56,Very Good,GIA,1474,7.29573507,-6.3,0.8988764,0
0.42,D,VVS1,62.1,58,Excellent,GIA,1475,7.29641327,-4.1,0.93397746,0
0.42,E,IF,60.6,58,Excellent,GIA,1475,7.29641327,-2.6,0.95709571,0
0.42,D,VVS1,60.6,58,Very Good,GIA,1475,7.29641327,-2.6,0.95709571,0
0.6,E,SI1,60.5,61,Good,GIA,1507,7.3178762,0.5,1.00826446,2
0.75,K,VS1,63.3,57,Very Good,GIA,1507,7.3178762,-6.3,0.90047393,0
0.42,E,IF,61.5,54,Excellent,GIA,1507,7.3178762,-7.5,0.87804878,1
0.5,E,VS2,62.1,56,Very Good,GIA,1508,7.31853955,-6.1,0.90177134,0
0.5,E,VS2,59.1,60,Very Good,GIA,1508,7.31853955,0.9,1.01522843,2
0.5,E,VS2,61,56,Very Good,GIA,1508,7.31853955,-5,0.91803279,2
0.5,E,VS2,62.6,55,Very Good,GIA,1508,7.31853955,-7.6,0.87859425,2
0.56,H,VS1,62.1,56,Excellent,GIA,1508,7.31853955,-6.1,0.90177134,0
0.5,H,VVS1,63.2,58,Very Good,GIA,1508,7.31853955,-5.2,0.91772152,0
0.5,F,VS2,59.3,59,Very Good,GIA,1508,7.31853955,-0.3,0.99494098,0
0.52,D,VS2,59.6,59,Very Good,GIA,1508,7.31853955,-0.6,0.98993289,1
0.5,D,VS2,61.1,55,Very Good,GIA,1508,7.31853955,-6.1,0.90016367,1
0.5,F,VS1,61.6,59,Excellent,GIA,1508,7.31853955,-2.6,0.95779221,0
0.54,F,VS2,62.3,54,Excellent,GIA,1508,7.31853955,-8.3,0.86677368,2
0.7,J,SI1,62.3,59,Very Good,GIA,1508,7.31853955,-3.3,0.9470305,1
0.63,F,SI1,63.3,60,Good,GIA,1508,7.31853955,-3.3,0.9478673,0
0.7,I,SI2,63.3,59,Very Good,GIA,1508,7.31853955,-4.3,0.93206951,0
0.54,F,VS2,62.1,57,Very Good,GIA,1508,7.31853955,-5.1,0.9178744,0
0.45,F,IF,61.8,57,Ideal,GIA,1508,7.31853955,-4.8,0.9223301,0
0.54,F,VS2,60.1,59,Excellent,GIA,1508,7.31853955,-1.1,0.98169717,1
0.54,F,VS2,62.8,55,Very Good,GIA,1508,7.31853955,-7.8,0.87579618,0
0.45,F,IF,61.5,57,Ideal,GIA,1508,7.31853955,-4.5,0.92682927,0
0.7,I,SI2,60.7,57,Excellent,GIA,1508,7.31853955,-3.7,0.93904448,0
0.54,F,VS2,60.7,58,Excellent,GIA,1508,7.31853955,-2.7,0.95551895,2
0.7,I,SI1,58.4,60,Very Good,GIA,1508,7.31853955,1.6,1.02739726,2
0.5,F,VS1,62.3,57,Very Good,GIA,1553,7.34794382,-5.3,0.91492777,1
0.42,D,VVS1,61.2,57,Ideal,GIA,1553,7.34794382,-4.2,0.93137255,1
0.42,D,VVS1,60.4,60,Excellent,GIA,1553,7.34794382,-0.4,0.99337748,0
0.5,E,VS2,63.6,56,Very Good,GIA,1553,7.34794382,-7.6,0.88050314,2
0.75,K,VS2,62.1,58,Excellent,GIA,1553,7.34794382,-4.1,0.93397746,2
0.43,D,VVS1,61.6,56,Excellent,GIA,1554,7.34858753,-5.6,0.90909091,0
0.51,D,VS1,58.4,61,Good,GIA,1554,7.34858753,2.6,1.04452055,1
0.7,H,SI2,60.9,58,Very Good,GIA,1554,7.34858753,-2.9,0.95238095,0
0.7,I,SI1,64,57,Very Good,GIA,1554,7.34858753,-7,0.890625,0
0.7,G,SI2,63.3,56,Very Good,GIA,1554,7.34858753,-7.3,0.88467615,2
0.71,F,SI2,61,58,Very Good,GIA,1555,7.34923082,-3,0.95081967,0
0.71,F,SI2,63.7,61,Good,GIA,1555,7.34923082,-2.7,0.95761381,0
0.73,I,SI2,63.9,59,Very Good,GIA,1555,7.34923082,-4.9,0.92331768,1
0.65,I,VS1,61.3,59,Excellent,GIA,1555,7.34923082,-2.3,0.96247961,2
0.55,E,SI1,60.4,57,Ideal,GIA,1555,7.34923082,-3.4,0.94370861,2
0.4,D,VVS1,60.9,61,Very Good,GIA,1556,7.3498737,0.1,1.00164204,2
0.4,D,VVS1,60.5,59,Excellent,GIA,1556,7.3498737,-1.5,0.97520661,1
0.5,E,VS1,63.4,56,Very Good,GIA,1556,7.3498737,-7.4,0.88328076,1
0.5,E,VS1,61.9,57,Very Good,GIA,1556,7.3498737,-4.9,0.92084006,0
0.5,E,VS1,62.7,60,Very Good,GIA,1556,7.3498737,-2.7,0.9569378,0
0.6,D,SI1,62.5,57,Excellent,GIA,1556,7.3498737,-5.5,0.912,0
0.65,F,SI1,63,57,Very Good,GIA,1556,7.3498737,-6,0.9047619,0
0.52,F,VS2,61.4,55,Ideal,GIA,1556,7.3498737,-6.4,0.89576547,1
0.5,E,VS1,61.1,60,Very Good,GIA,1556,7.3498737,-1.1,0.98199673,2
0.52,F,VS2,62.2,59,Excellent,GIA,1556,7.3498737,-3.2,0.94855305,0
0.59,E,SI1,62.6,59,Excellent,GIA,1591,7.37211803,-3.6,0.94249201,2
0.59,G,VS2,61.4,58,Excellent,GIA,1591,7.37211803,-3.4,0.94462541,0
0.55,E,VS2,60.4,62,Very Good,GIA,1591,7.37211803,1.6,1.02649007,0
0.62,E,SI1,58.9,61,Very Good,GIA,1591,7.37211803,2.1,1.03565365,0
0.56,F,VS2,61.8,59,Excellent,GIA,1592,7.37274637,-2.8,0.95469256,2
0.71,H,SI2,62.7,57,Very Good,GIA,1592,7.37274637,-5.7,0.90909091,0
0.7,J,VS2,62.4,58,Very Good,GIA,1592,7.37274637,-4.4,0.92948718,2
0.7,J,VS2,62.3,57,Very Good,GIA,1592,7.37274637,-5.3,0.91492777,0
0.57,F,VS2,64.1,55,Good,GIA,1592,7.37274637,-9.1,0.85803432,2
0.57,F,VS2,62.7,55,Excellent,GIA,1592,7.37274637,-7.7,0.87719298,1
0.57,F,VS2,61.7,60,Excellent,GIA,1592,7.37274637,-1.7,0.97244733,2
0.57,F,VS2,61.4,57,Excellent,GIA,1592,7.37274637,-4.4,0.92833876,2
0.57,F,VS2,62.6,58,Excellent,GIA,1592,7.37274637,-4.6,0.92651757,0
0.53,E,VS2,62.7,56,Very Good,GIA,1592,7.37274637,-6.7,0.89314195,0
0.51,H,VVS1,63.7,57,Very Good,GIA,1592,7.37274637,-6.7,0.89481947,2
0.5,F,VS1,59.4,58,Good,GIA,1593,7.37337431,-1.4,0.97643098,0
0.5,F,VS1,62.3,61,Very Good,GIA,1593,7.37337431,-1.3,0.97913323,0
0.7,H,SI1,63.4,54,Very Good,GIA,1594,7.37400186,-9.4,0.85173502,2
0.5,E,VS2,60.7,58,Excellent,GIA,1594,7.37400186,-2.7,0.95551895,1
0.48,H,IF,61.7,57,Ideal,GIA,1594,7.37400186,-4.7,0.92382496,1
0.7,H,SI2,61.8,61,Very Good,GIA,1594,7.37400186,-0.8,0.98705502,1
0.7,H,SI2,63.2,56,Very Good,GIA,1594,7.37400186,-7.2,0.88607595,0
0.7,H,SI2,63.3,59,Very Good,GIA,1594,7.37400186,-4.3,0.93206951,1
0.7,H,SI2,63.5,57,Very Good,GIA,1594,7.37400186,-6.5,0.8976378,0
0.7,H,SI2,63.7,57,Very Good,GIA,1594,7.37400186,-6.7,0.89481947,2
0.62,F,SI1,61.2,56,Very Good,GIA,1626,7.39387829,-5.2,0.91503268,2
0.54,D,VS2,63.1,56,Very Good,GIA,1626,7.39387829,-7.1,0.88748019,0
0.7,I,SI2,62.5,58,Excellent,GIA,1627,7.39449311,-4.5,0.928,0
0.72,F,SI2,62.6,55,Excellent,GIA,1627,7.39449311,-7.6,0.87859425,0
0.8,J,SI2,63,58,Good,GIA,1627,7.39449311,-5,0.92063492,0
0.5,F,VS1,62.2,57,Excellent,GIA,1627,7.39449311,-5.2,0.91639871,1
0.5,F,VS1,61.8,55,Excellent,GIA,1627,7.39449311,-6.8,0.88996764,0
0.5,E,VS1,60.4,60,Very Good,GIA,1628,7.39510755,-0.4,0.99337748,0
0.51,F,VS1,63,57,Excellent,GIA,1628,7.39510755,-6,0.9047619,0
0.51,F,VS1,62.3,59,Excellent,GIA,1628,7.39510755,-3.3,0.9470305,1
0.5,E,VS1,61.4,58,Very Good,GIA,1628,7.39510755,-3.4,0.94462541,0
0.47,E,VVS2,60.2,58,Excellent,GIA,1628,7.39510755,-2.2,0.96345515,2
0.71,J,VS1,60.9,55,Good,GIA,1629,7.39572161,-5.9,0.90311987,2
0.52,I,IF,62.6,56,Excellent,GIA,1629,7.39572161,-6.6,0.89456869,0
0.52,G,VVS2,61.7,53,Excellent,GIA,1629,7.39572161,-8.7,0.85899514,2
0.52,G,VVS2,62.7,55,Very Good,GIA,1629,7.39572161,-7.7,0.87719298,0
0.52,G,VVS2,61.9,56,Very Good,GIA,1629,7.39572161,-5.9,0.90468498,2
0.62,G,VS2,61.7,57,Excellent,GIA,1629,7.39572161,-4.7,0.92382496,0
0.62,E,SI1,63.2,58,Very Good,GIA,1629,7.39572161,-5.2,0.91772152,2
0.56,F,VS2,62.3,56,Excellent,GIA,1629,7.39572161,-6.3,0.8988764,0
0.64,E,SI1,61.3,57,Excellent,GIA,1630,7.39633529,-4.3,0.92985318,1
0.7,J,VS1,60.7,59,Excellent,GIA,1630,7.39633529,-1.7,0.97199341,0
0.63,F,SI1,62.2,57,Very Good,GIA,1630,7.39633529,-5.2,0.91639871,0
0.7,H,SI1,63.8,64,Good,GIA,1630,7.39633529,0.2,1.0031348,0
0.5,D,VVS2,64,56,Good,GIA,1630,7.39633529,-8,0.875,1
0.57,E,VS2,58.8,59,Excellent,GIA,1668,7.41938058,0.2,1.00340136,0
0.38,D,IF,61.7,58,Excellent,GIA,1668,7.41938058,-3.7,0.94003241,1
0.46,D,VVS2,58.3,65,Very Good,GIA,1668,7.41938058,6.7,1.11492281,0
0.72,J,SI1,61.1,57,Very Good,GIA,1670,7.42057891,-4.1,0.93289689,0
0.72,I,SI1,62.7,60,Very Good,GIA,1670,7.42057891,-2.7,0.9569378,0
0.61,F,SI1,59.1,60,Excellent,GIA,1670,7.42057891,0.9,1.01522843,0
0.78,G,SI2,63.8,62,Good,GIA,1670,7.42057891,-1.8,0.97178683,0
0.56,D,VS2,59.1,57,Very Good,GIA,1670,7.42057891,-2.1,0.96446701,0
0.55,I,VVS1,62.1,57,Excellent,GIA,1670,7.42057891,-5.1,0.9178744,0
0.5,G,VS1,62.4,59,Very Good,GIA,1671,7.42117753,-3.4,0.94551282,0
0.5,G,VS1,62.3,57,Very Good,GIA,1671,7.42117753,-5.3,0.91492777,2
0.7,G,SI2,63.1,58,Very Good,GIA,1671,7.42117753,-5.1,0.91917591,0
0.66,F,SI1,59.7,60,Very Good,GIA,1671,7.42117753,0.3,1.00502513,0
0.7,G,SI2,61.5,59,Very Good,GIA,1671,7.42117753,-2.5,0.95934959,0
0.7,H,SI1,62,61,Good,GIA,1671,7.42117753,-1,0.98387097,0
0.72,J,VS1,62.5,55,Excellent,GIA,1672,7.42177579,-7.5,0.88,2
0.7,H,SI2,63.8,56,Very Good,GIA,1672,7.42177579,-7.8,0.87774295,2
0.7,H,SI2,63.7,55,Very Good,GIA,1672,7.42177579,-8.7,0.86342229,2
0.7,I,SI1,63.7,62,Good,GIA,1672,7.42177579,-1.7,0.9733124,0
0.7,I,SI1,59.3,61,Very Good,GIA,1672,7.42177579,1.7,1.02866779,0
0.62,G,SI1,62.3,58,Excellent,GIA,1672,7.42177579,-4.3,0.93097913,0
0.56,D,VS2,60.5,60,Excellent,GIA,1673,7.4223737,-0.5,0.99173554,0
0.41,D,IF,62.7,55,Excellent,GIA,1673,7.4223737,-7.7,0.87719298,2
